Job_Title,Company,Employment_Type,Seniority,Job_Category,Salary_Range,Salary_Min,Salary_Max,Salary_Frequency,URL,Job_Tag,Desc_Content,Requirements
"Manager, Continuing Education & Training (CET)",SHATEC INSTITUTES PTE. LTD.,Permanent ...,Manager,Education and Training ...,Salary undisclosed,Not Available,"$7,490",,/job/manager-continuing-education-training-shatec-institutes-bbaa00e15dd9074d52edaad3958ccfea,Data Management," Market Continuing Education & Training (CET) courses and workshops, including Wine & Spirit Education Trust (WSET) courses, to hotels, country clubs, food & beverage establishments, via phone, email, sales presentations, and social media platforms Managing booking of event spaces, banquets, and mentor requests Manage WSET courses and other business segments Oversee CET Sales Executives on quotes and proposals and bidding on GeBiz Oversee data management of the CET centre Resolve relevant issues e.g. WSQ, payment Recommend marketing activities for the CET centre, e.g. promotions, advertisements ","Requirements Degree in Business or related studies 3 years’ working experience in sales and/or customer service, preferably in the F&B or hospitality industry Good interpersonal and communication skills Cheerful and service oriented disposition Able to work independently "
Market Risk Analyst (1 year Contract),CARGILL INTERNATIONAL TRADING PTE LTD,Full Time,Professional,Others,"$4,000to$7,000","$4,000","$7,000",Monthly,/job/market-risk-analyst-cargill-international-trading-13888879fa0f2c018721b5e70a469dca,Data Management,"The Cargill Metals Supply Chain Risk Team aims to facilitate a disciplined, ‘no-surprises’ trading environment through:  Excellence in risk identification and position reporting (timely, accurate, reflective of real trading risks) Excellence in making risks transparent (relevant risk analysis, responsive stress testing, relevant MTM methodology, spotting emerging themes and trends, picking the right items to raise and discuss) Support excellence in trading through making risks transparent (see above) and in supporting the trading excellence framework – continuous improvement in trading. Supporting trading performance reporting through consolidation of daily results & trading performance analysis Keeping boundaries (ensuring limits and GPs are followed, provide an independent stop for market price assessments and risk assessments) Efficiency and Effectiveness (basically do things right, do the right things, help others be effective)    The Market Risk Analyst has responsibility for market risk measurement, monitoring and reporting processes and data management within the Metals Risk Team. To this end the Market Risk Analyst is responsible for:    Being the point of accountability for reporting, monitoring and data management processes within the team.  Understanding, consolidating & reporting trading positions to trading and management teams Integrating new prices and new positions from new business into the existing process Contribute to the improvement and re-engineering of daily processes to improve data. Maintain risk database. Enhance efficiency and effectiveness through spreadsheet automation and structured data management.  Ensure no limit breaches. Participate or lead selected risk team projects  Corporate reporting in the areas of limit usage and extensions and pnl flag reporting. Due to the complexity of processes and instruments, a good working knowledge of VBA and R and understanding of market risk processes be helpful.   The efficacy of the individual will be crucial to the smooth operation of the risk team and the interfaces with trading and accounting teams and other functions.   Principal Accountabilities   Risk Reporting - 35%   Data Management - 15%   Projects - 40%    implement new biz process Build tools and databases Create and automate reports and analysis    Participation in wider projects and development - 10%","RequirementsEducation, Experience, Skills   Minimum Requirements    Good numerical degree Minimum 3 – 5 years of relevant work experience  Practical experience in a commodity trading environment   The ideal candidate should be detail-focused and possess excellent data management and report development ability High agility, Interest in market risk management in a commodity trading context and the willingness to learn is a must Team-player, collaborative in approach Independent, mature Excellent Excel skills required, VBA experience included Excellent R programming skills Excellent organizational and data management skills "
IT  /  Database Engineer,PENTA-OCEAN CONSTRUCTION COMPANY LIMITED,Full Time,Professional,Information Technology,"$5,000to$6,000","$5,000","$6,000",Monthly,/job/database-engineer-penta-ocean-construction-company-ba4681ff9235cc29d984ca0ef8f9b033,Data Management," To transform all existing data management practices using systematic database management system To analyse database requirements of the user department, applications programming and operations Collect data requirements from all partices (inputs generators, users and management) Prepare database structure including various GUI for inputs and outputs Enable interactions between database and software whenever required To work together with superior to propose and get buy-in from the management on the transformation of data management To implement new database management system and train users on new systems Troubleshoot users queries ","Requirements Candidate must posses at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent At least 5 years of working experience in related field Required Skills: SQL, SQL Scripting Language, Global Information System, Data Visualisation Software, Web Development, Application Development Candidate must be willing to work at construction project site office "
Global Assistant Procurement Manager – Feedstock (Resin and Masterbatch),UNILEVER ASIA PRIVATE LIMITED,Permanent ...,Middle Management,Logistics / Supply Chain,"$5,000to$9,500","$5,000","$9,500",Monthly,/job/global-assistant-procurement-manager-%E2%80%93-feedstock-unilever-asia-25737848ee85bed0470a5d5b38a405a8,Data Management,"MAIN JOB PURPOSE: Provide support and contribute to procurement initiatives for the portfolio assigned   MAIN ACCOUNTABILITIES:   Driving Resin (Virgin & PCR) & MB Strategy:   Support and Enable a deep understanding of the value chain for recycled plastics across the various markets from collection to recycling technologies to end use. To support the Feedstock Procurement Manager for formulating and delivering resin sustainability and MB strategy, encompassing Innovation, VIP, & other value delivery globally across categories. Identify & understand the relevant contemporary technologies in the industry and within Unilever capability team, initiate steps to implement the same Understanding the market, Supply and Demand factors and formulating Supply Strategy for the portfolio    Cash & Cost:  To be the backbone to the Feedstock Manager in data management, benchmarking, Tendering, RFQ analysis for maximum value creation to business. First round of negotiations with suppliers with cost break down models & do periodical price negotiations with the suppliers and validate quotations. Project management to drive VIP project from initiative to implementation to ensure OTIF    Operations:  Resolve supply related issues, including unplanned spike in demand, identify & agree with suppliers on investments required in the most cost-effective manner. Track pilots and support roll-out plan to ensure projects to be delivered on the KPIs   ","Requirements Bachelor Degree in business or equivalent Previous procurement experience preferred Plastics & MB materials knowledge is an advantage Strong Passion for Sustainability and driving radical change in new ecosystem of sourcing Experience in managing large accounts and multi supplier base procurement processes. Superior stakeholder management, both internal (across all hierarchies and functions) and external (with suppliers and consultants). Experience in Finance (Costing & Pricing) is a plus Excellent Excel/Presentation skills and Analytical Skills Good Communication Skills and able to work in fast paced environment and manage timelines Excellent Excel & PowerPoint skills "
Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Non-executive,Others,"$48,000to$95,000","$48,000","$95,000",Annually,/job/research-fellow-national-university-singapore-fe79a4b55524fa12649ee6b38190a6c6,Data Management,"The Research Fellow will be expected to work on Research Projects under the Department of Psychological Medicine as a co-investigator.  Opportunities to lead projects will be available if the candidate shows the potential after working with the team.  Projects span across the age continuum from adolescents to elderly, and are mainly psychosocial. The candidate is expected to:  Independently prepare all study documents for approval by the relevant ethics boards. Plan and coordinate research projects. Provide study oversight including data management, staff training and patient recruitment.  Previous experience in supervising staff or students in research work will be an advantage. Analyse study data. Prepare manuscripts for publication.     ","RequirementsQualifications  PhD in either Epidemiology, Psychology, Medicine or Public Health. CITI and GCP certification. Post-doctoral research experience will be an advantage.  Track Record  Past experience and involvement in clinical trials and/or cohort studies. Good writing and communication skills and an ability to get along with team members. Strong publication record (at least two first author original research publications and poster/oral presentations) Excellent knowledge and application of advanced statistics and biostatistics; able to analyse data independently using software such as SPSS, SAS and STATA.  Renumeration Renumeration will be dependent on experience and guided by NUHS policy.  A probation of 6 months will apply; then a contract for 2 years will be offered and renewable depending on performace. Contact Send in your CV, including a cover letter stating your interest in the position and outlining any relevant experience to Ms Lim Wee Cheng (wee_cheng_lim@nuhs.edu.sg) Short-listed candidates will be contacted as soon as possible for an interview.  "
Clinical Research Coordinators (CTE),NATIONAL CANCER CENTRE OF SINGAPORE PTE LTD,Contract ...,Middle Management ...,Healthcare / Pharmaceutical,"$2,400to$3,800","$2,400","$3,800",Monthly,/job/clinical-research-coordinators-national-cancer-centre-singapore-05e44ff4ec29b1af57de5748e447daef,Data Management,"You will be actively involved in co-ordinating early phase clinical trials involving both first in human compounds as well as novel combinations. Your primary job scope will be assisting physician investigators with patient recruitment, monitoring of treatment and follow-up, collection of data and tissue specimens, as well as data management.",Requirements- Degree in Health Sciences or related field - 2 years of related working experience an advantage - Good time-management and communication skills - Able to work independently - Computer literate  
Informatica Cloud Developer,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Contract,Professional,Information Technology,"$7,000to$9,000","$7,000","$9,000",Monthly,/job/informatica-cloud-developer-alphatech-business-solutions-848e577bdf80e2c8505e47611363c5e1,Data Management,"As a ETL developer, you will help to designs data storage systems, overseeing the loading of data into the systems and extract, transform, load (ETL) data with an emphasis to produce high quality software designs. What You Get To Do In This Role  Gathering requirements and specifications from users / business stake holders. Design, Develop and Test ETL Mappings, Mapplets, Workflows, Worklets to support business requirements. Perform feasibility, impact analysis and suitable solutions based on the use cases. Ensuring data management and governance to maintain the data integrity. Develop data mappings to extract the data from XML/Database and loading to the source stating database tables. Create shell scripts for ETL purpose. ","Requirements Degree in Computer Science/IT or equivalent. Relevant working experience in ETL, Informatica PowerCenter, SQL, PowerShell scripting, Databases, Unix Shell etc. Knowledge in the Data Warehousing Domain. Good understanding of RDBMS databases. Good exposure to different Data Modelling techniques. Familiar with Waterfall & Agile methodologies. Understand different interface files. Strong written and communication skills.   Experience working in Informatica ETL platform, Informatica Cloud hands on. Experience on IICS (Informatica Intelligent Cloud Services) of platform, hands on preferred. Experience working with Salesforce platform and knowledge of APIs (REST/SOAP/Bulk etc.) and usage with ICS (Informatica Cloud Services). Experience with Agile or Scrum development methodologies. Experience working in a cloud project delivery model, cloud automation solutions. "
Senior Business Analyst,ROBERT WALTERS (SINGAPORE) PTE LTD,Permanent ...,Senior Executive,Information Technology,"$200,000to$220,000","$200,000","$220,000",Annually,/job/senior-business-analyst-robert-walters-7fa9a3ceace649d42a6d7b38c39d2c73,Data Management,"A renowned global bank based in Singapore has a job opportunity for a high-calibre Senior Business Analyst to join them in their aggressive expansion plans. About the Senior Business Analyst Role: The Senior Business Analyst for the ECM Upgrade workstream will work alongside other business analysts and report directly to the Delivery Manager ECM Upgrade. Your main tasks will include performing detailed requirements analysis, documenting processes, performing some acceptance testing, holding workshops and training. To succeed in this role, you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users. Key Responsibilities:  Ensuring business requirements are clearly documented, understood and traceable from requirements to benefits realisation Reviewing the overall data management approach, bringing together FCCM and Bank data knowledge Developing, socialising and agreeing the Project SAIL cutover plan and facilitating development of all artefacts to enable the cutover, including functional specifications, cutover checklist, cutover plan etc Use process and data modelling practices to analyse findings and create suggestions for strategic and operational improvements and changes Managing the Project SAIL integrated configuration documentation, ensuring documentation standards are rigorously applied Ensuring Project SAIL documentation library is up-to-date with final signed off documents responsible for ","RequirementsTo succeed in this Senior Business Analyst job, you need to posses experience in ETL processes in data warehouse.  Key Requirements:  Bachelor’s degree in relevant field or equivalent professional experience Five or more years’ Business Analysis experience, preferably as Senior or Lead Business Analyst Accuity's Fircosoft or similar watch list filtering solutions AML monitoring solutions (e.g. Oracle OFSAA AML) preferred Familiarity with Name Screening and Transaction Monitoring data preferred   This renowned global bank needs no introduction and is recognised as a leader in their field of expertise. The culture is demanding but if you are confident and have a can-do attitude, the potential rewards are significant.  If you are seeking an opportunity to take your career forward with an industry leading institution, this Senior Business Analyst role will be a good fit for you.  Apply today or contact me for a private discussion.   Robert Walters (Singapore) Pte Ltd ROC No.: 199706961E | EA Licence No.: 03C5451 EA Registration No.: R1767250 Luciano Loke"
EHS Manager,ONE SEARCH CONSULTING PTE. LTD.,Permanent ...,Manager,Environment / Health  ,Salary undisclosed,Not Available,"$220,000",,/job/ehs-manager-one-search-consulting-59e5ca5ac0f433dbb0113bda54a0d84a,Data Management,"Our client is a Western MNC and manufacturer of specialty chemical material for high tech manufacturing industry   Position:         EHS Manager, Singapore   Summary   The Environmental Health and Safety Manager for Singapore will be responsible for leading EHS regulatory compliance, injury prevention and environmental protection for Company’s operations in Singapore at two chemical manufacturing locations and two warehouse locations.  Additional responsibilities include Product Stewardship support, process safety management leadership in the Region, EHS support for mergers and acquisitions in the country, and managing a team of EHS professionals.   Key Responsibilities:    Ensure compliance with regulatory requirements and internal EHS programs in the country of Singapore. Ensure compliance of EHS permits and licenses.  Manage and maintain permits. Lead injury prevention activities, including performing data analysis to identify trend of incidents and areas to focus improvement. Provide EHS leadership and oversight of CMP slurry manufacturing, chemical processing and sales activities in the country. This includes manufacturing sites and sales offices located in Tuas View and Woodlands. Lead country EHS Team of 1-2 EHS professionals, directly supervising all EHS staff. Lead process safety management, hazard reviews, start-up of new construction. Carry out EHS reviews of sites through periodic site visits to verify compliance and to identify improvement opportunities. Lead quantified risk assessments (QRA), Hazops, etc. As a member of the regional EHS Team, help develop strategic and annual goals, objectives and programs towards injury prevention and regulatory compliance. Communicate annual goals and objectives to Singapore EHS leaders; provide advice/coaching/support and drive the achievement of goals. Engage site management in EHS to provide leadership and demonstrate commitment. Support site EHS leaders in interactions with corporate functions and external 3rd parties in significant non-routine issues. Lead country global ergonomics team to drive improvement projects and sharing best practices. Identify and support development and provision of annual EHS Training for employees. Coordinate and drive implementation of behavioural safety training (SafeStart) for country. Support investigation of serious incidents to gather facts, analyze root causes and develop corrective actions for improved safety performance. Communicate lessons across sites for prevention. Keep up to date of Singapore sites EHS activities, successes, lowlights and prepare monthly EHS summary and goals tracker for reporting out at regional staff meeting.   Provide EHS oversight and support to site managers for major construction projects, including hazard review, operational readiness investigation (ORI), etc. Support product stewardship activities and requirements for the country. Support EHS due diligence review of new business acquisition in the Region. Assist site Industrial Hygiene qualitative assessment. Support site evaluation of vendor waste disposal/ recycling facilities. Ensure sites maintain the ISO14001 and OHSAS18001 certification. Help administer ProcessMap data management systems in the country. Support site EHS in Business Continuity Planning (BCP). Facilitate and encourage team interaction between AP sites to share best practices, develop a peer support network and learning culture. Provides coaching and support the development of the Site EHS leaders in Singapore. Periodic travel to CMC locations within the region (China, Japan, South Korea, Taiwan) to support special EHS projects and within the Electronic Chemicals Division (USA, UK, France).   ","RequirementsRequirements    Minimum of 10-15 years’ work experience in leading EHS for organizations, with experience in leading teams, establishing strategy and driving goals and objectives. Experience in Process Safety Management and Chemical Process Operations (manufacturing, handling, and transporting hazardous chemicals) is required. Skills in leading risk assessments and interpreting Singapore EHS regulatory standards and requirements. Strong knowledge of Singapore occupational safety and health regulations. Strong technical experience in identifying, evaluating and controlling hazards in the workplace is required. EHS Leader must have a University degree in related field (safety, environmental, chemical engineering, or chemistry). Experience and knowledge with fleet safety requirements in Singapore is desired. Support in Leading compliance and validation audits within different countries is preferred. Relevant professional certifications are desired. Global and/or regional responsibility experience is desired with experience in interacting with customers and suppliers. Experience with Six Sigma and Lean Manufacturing is preferred.    Interested applicants please send your updated CV (in Word document format) to khangyee@onesearchconsulting.com"
Technical Sales Manager,LINKEDIN SINGAPORE PTE. LTD.,Permanent,Manager,Customer Service,"$9,000to$16,000","$9,000","$16,000",Monthly,/job/technical-sales-manager-linkedin-singapore-0995e689d21f7ab35bebbff835c90b66,Data Management,"LinkedIn was built to help professionals achieve more in their careers, and every day millions of people use our products to make connections, discover opportunities and gain insights. Our global reach means we get to make a direct impact on the world’s workforce in ways no other company can. We’re much more than a digital resume – we transform lives through innovative products and technology.   Searching for your dream job? At LinkedIn, we strive to help our employees find passion and purpose. Join us in changing the way the world works.   Our world class Customer Success team implements our SAAS based People Success Platform while building deep relationships and providing consultative guidance across all stages of the customer journey. We are looking for a Technical Success Manager (TSM) lead to help us grow and manage our Technical Success team in APAC while being our first TSM on the ground. Our TSMs support our Customer Success Managers in the technical implementation and use of our products and serve as a second tier of technical support to provide phone, email, and chat support to all customers. The ideal candidate has been in a technical or customer support role, understands how to prioritize customer needs, has very strong written and verbal communication skills and is obsessed with helping customers succeed in a fast-paced environment.   Responsibilities:  Hire, train, and manage our growing Technical Success team in APAC and coordinate with global CS leadership Own all technical tasks as part of the implementation and use of our People Success Platform including but not limited to Single Sign On (SSO), HRIS data integration, and survey and role configuration Serve as the highest tier of technical support prioritizing and driving timely resolution through phone, email, and chat using Zendesk customer support system Troubleshoot and find resolutions for complex situations ranging from HR employee data management to employee and manager support in our platform. Partner with Customer Success Managers on special projects to deliver value to our customers ",Requirements Basic Qualifications:  You have 3+ years of experience in a customer facing technical role within SAAS technology. 2+ years in a people manager role.    Preferred Qualifications:  Fast learner who can understand and articulate technology at any level Excellent verbal and written communication skills Self-motivated team player that has ideas on fresh new ways to exceed customer’s expectations Ability to multi-task and perform under pressure Passionate about technology Customer-obsessed Demonstrated technical problem-solving abilities 
Finance Executive,Company Undisclosed,Permanent,Executive,Accounting / Auditing / Taxation,"$3,000to$4,000","$3,000","$4,000",Monthly,/job/finance-executive-f306ef0ddfc83c67dc70f8a832cbacdf,Data Management,"We are looking for an independent and responsible Finance Executive, who will be tasked with financial reporting and reconciliation duties for our company. The Finance Executive will be reporting directly to our Chief Financial Officer (CFO). Responsibilities: - Responsible for the General Ledger  - Assist with product costing and cost variance analysis - Prepare full set of financial report for monthly and yearly closing activities - Responsible for the maintenance of all AR/AP/Fixed Assets/Accruals - schedules and etc. - Responsible for GST reporting and quarterly submissions - Review the debit/credit notes and receipts issued, petty cash and payroll activities - Reconcile and maintain inter-company accounts and bank accounts  - Create and monitor a system of controls and procedures, whilst ensuring compliance with IFRS and financial/legal requirements - Properly maintain existing office systems, including data management and filing of confidential documents - Assist in the preparation of annual budgeting - Assist in opening bank accounts and corporate secretarial matters - Liaise with auditors, tax agents, corporate secretary and banks - Liaise with CFO to improve on financial procedures - Produce and format documents, briefing papers, reports and presentations - Participate in any ad hoc projects","Requirements- Minimum of 5 years of relevant work experience AND Diploma in Accountancy / CAT / LCCI / ACCA  - Knowledge in cost accounting - Honest, reliable, proactive and willing to take initiative - Good written and oral communication skills  - Ability to work under pressure and meet assigned deadlines in a fast-paced working environment - Outstanding organisational, interpersonal and time management skills - Knowledge and hands-on experience in any of the major accounting software - Attention to detail and highly meticulous with numbers - Ability to exercise discretion on confidential matters"
IT Manager (6months),BUSINESS EDGE PERSONNEL SERVICES PTE LTD,Contract,Manager ...,Information Technology,"$2,500to$2,800","$2,500","$2,800",Monthly,/job/manager-business-edge-personnel-services-e83be30d9b73426e7a3000ecc2312805,Data Management,"Location: Outram Salary: $14.50 per hour  Assist the department to design a data collection and data management system which will enable the department to store, manage and use data to analyse and report in an efficient manner.  Perform cleaning and migration of data, as well as designing visualisation dashboard(s) using PowerBI to answer key business questions and monitor performance. Enhance evaluation of screening and programmes to include cross analysis on changes in biometric measurements and lifestyle habits. Oversee project development, timelines and liaise with stakeholders to address key challenges.  interested applicants may submit resume to jl@businessedge.com.sg","Requirements Proficient in data management and data visualisation (i.e. Polaris and Power BI). Relevant Degree, for example, Business Information Systems, Data Analytics, etc. Knowledge and ability to comprehend current Division’s and Department’s structure and process. Deep analytical skills to critically assess current process of data collection and management to recommend process modification to optimise effectiveness and efficiency. Manage different level of stakeholders and work towards a common solution and buy-in    "
Software Consultant,CHARTERHOUSE PTE. LTD.,Contract,Executive,Information Technology,"$5,000to$7,500","$5,000","$7,500",Monthly,/job/software-consultant-charterhouse-b81850ab8a6acee34be79ea7dc49ff07,Data Management," Anticipates potential project related problems and utilises refined techniques for identifying, eliminating or containing both technical and business risk Understands future customer, industry and business/information technology trends and applies this understanding in maximising the business potential of the existing engagement or in winning new business Analyses new and complex project related problems and create innovative solutions Exhibits strategic vision in SAP technical aspects and applies vision in engagements Problem Identification & Management System Software Administration Maintenance of SAP System Wide Tables SAP Client Data Management Performance Analysis and Capacity Management of SAP Environments  Tuning of SAP Environment",Requirements Must have at least seven years R/3 expertise as a basis consultant Must have performed three implementations gaining experience in the ‘real world’ of business process. Must have strong consultancy and client facing skills Must have excellent  written and oral communication skills Must have an intuitive and expert knowledge of the SAP R/3 product with its application to SAP modules and its effect on related modules Must be able to work as a team player whilst maintaining ability for autonomous accountability  Please send your resume in word format with your current and expected salary to yvonnet@charterhouse.com.sg EA License no.: 13C6338 I Reg no.: R1110355  
Group Senior Procurement Manager,AMOS INTERNATIONAL (S) PTE. LTD.,Permanent,Senior Management,Purchasing / Merchandising,Salary undisclosed,Not Available,"$7,500",,/job/group-senior-procurement-manager-amos-international-9e09e360acac006974f7a9697db78004,Data Management,"The Group Procurement leader will lead Strategic Sourcing, Procurement, Supplier Diversity, and Supplier Relationships and will be responsible for the overall global strategy and performance of approximately $10mill monthly in purchased goods and services as well as the governance of the procurement process.    This role will drive strategic transformation, interact closely with the central management team and other senior leaders of the company in the development of a globally aligned best in class procurement organization that will drive significant savings and better enable revenue growth.    The successful candidate will be a visionary procurement leader and change agent with strong operational capability.    Key Deliverables  • Develop the global procurement organization, set strategies that drive cost efficiencies and reductions. • Set company-wide policies and operating procedures that govern third party purchases to assure compliance with laws, internal controls, financial terms and to manage risk associated to 3rdparty relationships and supply. • Drive maturity through strategic initiatives such as benchmarking, Total Cost of Ownership, SPM/SRM, should cost modeling, E-Sourcing and data management. • Lead the organization through change, drive company-wide adoption of sourcing best practices and controls by driving a spent analysis programme.   • Stay abreast of relevant economic, industry, supply market, and business conditions to update strategy and assure adequate and competitive supply of critical products and services to support ongoing business and new go-to-market initiatives. • Anticipate key supplier risk that could affect supply or financial impact of all sourcing. • Manage the performance of Suppliers to drive alignment with company’s goals and strategies. • Identify and implement Supplier Diversity strategies to achieve company-wide targets. • Set and monitor goals, targets and objectives for a team of sourcing and procurement professionals. • Build credibility with internal and external global stakeholders while providing strategic thought leadership to the overall business. • Partner with leaders across the organization on strategies that directly impact the company’s financial statements and operational performance","Requirements Prior Head/Manager of procurement responsibility, ideally with global presence, in a FMCG/Marine/ supply chain context with significant technology component Experience with high-value, high-volume purchasing and contract negotiation experience across a range of services and commodities Experience with developing and implementing successful cost saving initiatives 10+ years of experience in procurement, at least 3 of which is in a regional- Asia Pacific, multi-category context Significant experience managing a procurement team of [5+] people, with procurement responsibility over [$100m+] spend Prior experience in (re-)building a procurement team (recruit, develop and retain), and establishing and driving first time adoption of procurement capabilities in a global organisation Have a hands-on mind-set and ability “to get things done BA/BS Degree with MBA or Advanced Certifications "
Salesforce Business Analyst,SABRE ASIA PACIFIC PTE. LTD.,Contract,Senior Executive,Sales / Retail ,"$5,000to$8,500","$5,000","$8,500",Monthly,/job/salesforce-business-analyst-sabre-asia-pacific-a6b64e165e55a480d23ecf97dca2c90c,Data Management,"The best candidate for Salesforce Super user/Business administrator, is someone willing to come in and learn the ins and outs of both companies and use that knowledge to better the workflow within our Salesforce instances. You will gain valuable experience in being able to work with numerous people from the C-Level on down, across our Sales, Operations  in helping them maximize their value out of our systems. There will also be opportunities to gain exposure to and help implement other products in the Salesforce ecosystem as both companies continue to grow.     Develop an understanding of core business functions across all business departments  Interface with company executives and associates in supporting their daily functions on the Salesforce.com platform  Help design, implement, document, and maintain system processes  Develop and create customized reports and dashboards  Perform administration and support of the Salesforce software by setting up new users, assigning permissions, working with central Business systems in creating or updating fields, page layouts, workflows, and process builders  Support training to new and existing employees on how to use system functionality  Assist in duplicate and dirty data management as well as cleaning up unused fields, reports, and dashboards  Play a key role in the implementation of newly purchased apps and products within the Salesforce ecosystem working with Business systems Consistently look for ways to improve systems for the benefit of internal users and/or customers by sitting with our employees to better understand their workflow  Document user requirements , completed user acceptance testing    It is a 12 months contract role, but we may convert suitable candidate with good performance into a permanent position.  ","Requirements A strong self starter attitude and desire to grow professionally within the Salesforce ecosystem  A degree in Information Systems, Operations Management, Business Administration or a similar major is preferred  Salesforce Administrator certification is preferred  Functional knowledge of the different ways to control permissions within Salesforce with profiles and permission sets as well as automation tools such as workflow and process builder  2 year of previous Salesforce experience either professionally, through volunteer work, as a super user, or via self learning in Trailhead and/or on the path to certification is preferred  Excellent dashboard skills. Experience of Salesforce Einstein Analytics /Wave Analytics strongly preferred. "
ICT trainer /  Executive (Sign-on Bonus!),ACP COMPUTER TRAINING SCHOOL PTE. LTD.,Full Time,Fresh/entry level,Information Technology,"$2,300to$2,800","$2,300","$2,800",Monthly,/job/ict-trainer-executive-acp-computer-training-school-9f580f1b6c68d27aa8f8a213ba60f67a,Data Management,"Receive a sign-on bonus up to $3,000* now when you join us as a ICT Trainer/ Executive! Further your Educational Technology (Change & Switch) career with us today! Always keeping up with technology and possess a strong passion to train? You may be the right person to be a ICT Trainer/ Executive! We are seeking for suitable candidates who will be stationed in a local government school to assist the teachers in the planning of ICT programmes, managing of ICT inventory and providing IT training for the students! Help shape the future, today! Expect continuous learning with us as we will provide you with the necessary trainings and workshops to make sure you are always up to date with the requirements of the school! ICT Trainer/ Executive Duties and Responsibilities  Provide ICT, LMS and AV support Plan and execute programmes and activities according to the ICT Plan Plan and allocate tasks for the ICT department Purchase ICT Equipment & Services based on school requirements, such as through bulk tenders, calling tenders and quotations Conduct software training for students in school in applications such as Microsoft Office, as well as IT CCA in school Oversee and train students in preparation of various ICT related competitions Manage IT project and data management of the school Update and upload of contents on the school website, which may involve the creation of flash animation using the photos provided Support and conduct special projects training for students that school embarks on Ad-hoc duties as assigned by the Head of ICT Department, such as assisting in events in the areas of photography and videography ","RequirementsRequirements:  Diploma in IT, Visual Communication, Digital and Interactive Media, Visual Communication or equivalent Preferably registered with Ministry of Education At least 1 year of experience working in a school environment or related position IT savvy and able to pick up new software very quickly Good knowledge of networking system including the wireless will be an added advantage Possess ICT contract, vendor and project management skills (ICT Executive role) Good verbal and written communication skills, proactive with good working attitudes Self-starter, ability to multitask and work both independently and as a team Candidates without working experience are welcomed "
Receptionist (Admin),Company Undisclosed,Permanent ...,Senior Management ...,Admin / Secretarial,"$2,000to$3,000","$2,000","$3,000",Monthly,/job/receptionist-59c892eab612ef732c39f783d1eeea8f,Data Management,Full time:   1. Reception of parents of students and introducing school courses.   2. Recruit new students and collecting tuition fee.   3. Handle all data management and creating advertising materials.   4. We are Chinese Language Tuition Centre.  ,"Requirements1. Min. 1 year relevant experience and contract. 2. Min. 'O' level, bilingual in English and Chinese(The staff must be able to introduce school Chinese course). 3. Proficient in Microsofe Office. 4. Must be able to work on weekend from 9am to 6pm. 5. Must be able to work on weekday from 12pm to 9pm."
Reporting Analyst,ITCAN PTE. LIMITED,Contract ...,Executive,Information Technology,"$3,500to$7,000","$3,500","$7,000",Monthly,/job/reporting-analyst-itcan-1807088b97abed32625fca31c7243b01,Data Management," Gather and Input Data - Reporting analysts gather and maintain a wide array of data-related operational processes and reporting. This involves both entering information into existing databases and creating new processes and programs to accurately input and store critical data. Analyze Information - Reporting analysts take an active role in data analysis and interpretation. Depending on the requirement, this can include analyzing operational team behavior and efficiency and productivity. Reporting analysts frequently need to exercise sound judgment while analyzing and interpreting data to ensure a high level of accuracy, timeliness, and usefulness for operations effectiveness. They will need to Identify, analyze and interpret trends or patterns in complex data sets. Prepare Reports - Reporting analysts prepare business documents and presentations for upper management and executives. They use data-gathering and modeling strategies to provide an overview of new processes and enhanced procedures for business-wide reporting. They also prepare the actual presentation reports. Design Data Management and Reporting Tools - Reporting analysts may also play a direct role in designing and developing reporting tools that are then deployed across the organization. Collaborate with Business Teams and Leadership - Reporting analysts frequently work across business lines, conferring with managers and executives to gather requirements and specifications while developing enhanced data and reports. They work directly with team leaders to gain a better sense of the current shortcomings in various reports and devise solutions to enhance reporting and data management. ","RequirementsQualifications ·         Bachelor’s degree in data communications, computer networking or relevant discipline. ·         Minimum 3 years of working experience in IT environment or in a call center environment. ·         Relevant professional certifications like ITIL familiarity is highly desirable."
Project /  Process Analyst - Senior,FEDERAL EXPRESS (SINGAPORE) PTE LTD,Permanent,Professional,Information Technology,"$4,540to$7,490","$4,540","$7,490",Monthly,/job/project-process-analyst-senior-federal-express-e754d8da9d2175c39261a653f315b787,Data Management,"Analyst: Involves completing detailed analysis of complex data, systems or ideas and providing reports and recommendations. May also involve day-to-day data management in company software applications.","RequirementsApplication Development, Business Continuity, Customer Solutions, Develops & or executes text scripts, Drafts & reviews documentation in compliance with FedEx global development process & ensures all project deliverables are in compliance with the FedEx global development process, Information Security, Infrastructure, IT Strategic Planning, Project management activities include development & maintenance of project schedules, status reporting, issue management, & other tasks required to effectively manage & monitor a project through to successful completion (on time, within budget, adhering to high quality standards, & meeting customer expectations), Regional IT, Responsible for project management activities of IT project(s), or support of more senior level project management staff for high complexity projects, Tracks project spending against budgets"
